DeckId;DeckName;DeckNameWithoutSpaces;NameCard;Version;Column1
MP16;2016 Mega-Tin Mega Pack;2016-Mega-Tin-Mega-Pack;Humid Winds;0;
PHHY;Photon Hypernova;Photon-Hypernova;Humongous Hive Hegemon - Zexstagger;0;
EP14;Extra Pack: Knights of Order;Extra-Pack:-Knights-of-Order;Humpty Grumpty;0;
WSUP;World Superstars;World-Superstars;Humpty Grumpty;0;
22PP;Premium Pack 2022;Premium-Pack-2022;Hundred Dragon;0;
DLCS;Dragons of Legend: The Complete Series;Dragons-of-Legend:-The-Complete-Series;Hundred Dragon;0;
DPC5;Duelist Pack Collection Tin 2011;Duelist-Pack-Collection-Tin-2011;Hundred Eyes Dragon;0;
JUMP;Shonen Jump Magazine;Shonen-Jump-Magazine;Hundred Eyes Dragon;0;
LC5D;Legendary Collection 5D's: Mega Pack;Legendary-Collection-5D's:-Mega-Pack;Hundred Eyes Dragon;0;
PRIO;Primal Origin;Primal-Origin;Hundred-Footed Horror;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);Hungry Burger;0;
SDH;Spell Ruler (SDH);Spell-Ruler-(SDH);Hungry Burger;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Hungry Burger;0;
MRL;Magic Ruler;Magic-Ruler;Hungry Burger (V.1 - Common);1;Common
SRL;Spell Ruler;Spell-Ruler;Hungry Burger (V.1 - Common);1;Common
MRL;Magic Ruler;Magic-Ruler;Hungry Burger (V.2 - Common);2;Common
SRL;Spell Ruler;Spell-Ruler;Hungry Burger (V.2 - Common);2;Common
SRL;Spell Ruler;Spell-Ruler;Hungry Burger (V.3 - Common);3;Common
HD13;Half Deck 2013;Half-Deck-2013;Hunter Dragon;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Hunter Dragon;0;
SSD2;Speed Start Deck Synchro Edition;Speed-Start-Deck-Synchro-Edition;Hunter Dragon;0;
ST14;Starter Deck 2014;Starter-Deck-2014;Hunter Dragon;0;
TAEV;Tactical Evolution;Tactical-Evolution;Hunter Dragon;0;
YS14;Super Starter: Space-Time Showdown;Super-Starter:-Space-Time-Showdown;Hunter Dragon;0;
TSHD;The Shining Darkness;The-Shining-Darkness;Hunter of Black Feathers;0;
GX03;GX Spirit Caller;GX-Spirit-Caller;Hunter Owl;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Hunter Owl;0;
PMT;Metal Raiders (PMT);Metal-Raiders-(PMT);Hunter Spider;0;
MRD;Metal Raiders;Metal-Raiders;Hunter Spider (V.1 - Common);1;Common
MRD;Metal Raiders;Metal-Raiders;Hunter Spider (V.2 - Common);2;Common
MRD;Metal Raiders;Metal-Raiders;Hunter Spider (V.3 - Common);3;Common
LCJW;Legendary Collection 4: Mega Pack;Legendary-Collection-4:-Mega-Pack;Hunting instinct;0;
SD09;Structure Deck: Dinosaur's Rage;Structure-Deck:-Dinosaur's-Rage;Hunting instinct;0;
SS03;Speed Duel Starter Decks: Ultimate Predators;Speed-Duel-Starter-Decks:-Ultimate-Predators;Hunting instinct;0;
EXVC;Extreme Victory;Extreme-Victory;Hushed Psychic Cleric;0;
HSRD;High-Speed Riders;High-Speed-Riders;Hushed Psychic Cleric;0;
CRMS;Crimson Crisis;Crimson-Crisis;Hydra Viper;0;
POTE;Power of the Elements;Power-of-the-Elements;Hydralander Orbit;0;
POTE-JP;Power of the Elements (OCG);Power-of-the-Elements-(OCG);Hydralander Orbit;0;
DT01;Duel Terminal 1;Duel-Terminal-1;Hydro Genex;0;
TSHD;The Shining Darkness;The-Shining-Darkness;Hydro Genex;0;
ANPR;Ancient Prophecy;Ancient-Prophecy;Hydro Pressure Cannon;0;
CP04;Champion Pack: Game Four;Champion-Pack:-Game-Four;Hydrogeddon;0;
DP18;Duelist Pack: Legend Duelist;Duelist-Pack:-Legend-Duelist;Hydrogeddon;0;
DR04;Dark Revelation 4;Dark-Revelation-4;Hydrogeddon;0;
EEN;Elemental Energy;Elemental-Energy;Hydrogeddon;0;
LCGX;Legendary Collection 2: Mega Pack;Legendary-Collection-2:-Mega-Pack;Hydrogeddon;0;
LEDU;Legendary Duelists;Legendary-Duelists;Hydrogeddon;0;
SD09;Structure Deck: Dinosaur's Rage;Structure-Deck:-Dinosaur's-Rage;Hydrogeddon;0;
SGX2;Speed Duel GX: Midterm Paradox;Speed-Duel-GX:-Midterm-Paradox;Hydrogeddon;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Hydrogeddon (V.1 - Common);1;Common
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Hydrogeddon (V.2 - Secret Rare);2;Secret Rare
ST14;Starter Deck 2014;Starter-Deck-2014;Hydrotortoise, the Empowered Warrior;0;
YS14;Super Starter: Space-Time Showdown;Super-Starter:-Space-Time-Showdown;Hydrotortoise, the Empowered Warrior;0;
AP01;Astral Pack One;Astral-Pack-One;Hyena;0;
DR3;Dark Revelation 3;Dark-Revelation-3;Hyena;0;
FET;Flaming Eternity;Flaming-Eternity;Hyena;0;
DUEA;Duelist Alliance;Duelist-Alliance;Hymn of Light;0;
DUEA-JP;Duelist Alliance (OCG);Duelist-Alliance-(OCG);Hymn of Light;0;
MP15;2015 Mega-Tin Mega Pack;2015-Mega-Tin-Mega-Pack;Hymn of Light;0;
PMT;Metal Raiders (PMT);Metal-Raiders-(PMT);Hyosube;0;
MRD;Metal Raiders;Metal-Raiders;Hyosube (V.1 - Common);1;Common
MRD;Metal Raiders;Metal-Raiders;Hyosube (V.2 - Common);2;Common
MRD;Metal Raiders;Metal-Raiders;Hyosube (V.3 - Common);3;Common
DB1;Dark Beginning 1;Dark-Beginning-1;Hyozanryu;0;
DLG1;Dark Legends;Dark-Legends;Hyozanryu;0;
GFTP;Ghosts From the Past;Ghosts-From-the-Past;Hyozanryu;0;
MDM;Spell Ruler (MDM);Spell-Ruler-(MDM);Hyozanryu;0;
RP01;Retro Pack;Retro-Pack;Hyozanryu;0;
SDH;Spell Ruler (SDH);Spell-Ruler-(SDH);Hyozanryu;0;
SDM;Spell Ruler (SDM);Spell-Ruler-(SDM);Hyozanryu;0;
SGX2;Speed Duel GX: Midterm Paradox;Speed-Duel-GX:-Midterm-Paradox;Hyozanryu;0;
SKE;Starter Deck: Kaiba Evolution;Starter-Deck:-Kaiba-Evolution;Hyozanryu;0;
MRL;Magic Ruler;Magic-Ruler;Hyozanryu (V.1 - Rare);1;Rare
SRL;Spell Ruler;Spell-Ruler;Hyozanryu (V.1 - Rare);1;Rare
MRL;Magic Ruler;Magic-Ruler;Hyozanryu (V.2 - Rare);2;Rare
SRL;Spell Ruler;Spell-Ruler;Hyozanryu (V.2 - Rare);2;Rare
SRL;Spell Ruler;Spell-Ruler;Hyozanryu (V.3 - Rare);3;Rare
SD38;Structure Deck: Sacred Beasts of Chaos;Structure-Deck:-Sacred-Beasts-of-Chaos;Hyper Blaze;0;
SDSA;Structure Deck: Sacred Beasts;Structure-Deck:-Sacred-Beasts;Hyper Blaze;0;
20PP;Premium Pack 2020;Premium-Pack-2020;Hyper Galaxy (V.1 - Common);1;Common
KICO;King's Court;King's-Court;Hyper Galaxy (V.1 - Super Rare);1;Super Rare
KICO;King's Court;King's-Court;Hyper Galaxy (V.2 - Collectors Rare);2;Collectors Rare
20PP;Premium Pack 2020;Premium-Pack-2020;Hyper Galaxy (V.2 - Ultra Rare);2;Ultra Rare
20PP;Premium Pack 2020;Premium-Pack-2020;Hyper Galaxy (V.3 - Secret Rare);3;Secret Rare
DR2;Dark Revelation 2;Dark-Revelation-2;Hyper Hammerhead;0;
LCJW;Legendary Collection 4: Mega Pack;Legendary-Collection-4:-Mega-Pack;Hyper Hammerhead;0;
SD09;Structure Deck: Dinosaur's Rage;Structure-Deck:-Dinosaur's-Rage;Hyper Hammerhead;0;
SS03;Speed Duel Starter Decks: Ultimate Predators;Speed-Duel-Starter-Decks:-Ultimate-Predators;Hyper Hammerhead;0;
STP2;Speed Duel: Tournament Pack 2;Speed-Duel:-Tournament-Pack-2;Hyper Hammerhead;0;
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Hyper Hammerhead (V.1 - Common);1;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Hyper Hammerhead (V.1 - Common);1;Common
BP03;Battle Pack 3: Monster League;Battle-Pack-3:-Monster-League;Hyper Hammerhead (V.1 - Common);1;Common
IOC;Invasion of Chaos;Invasion-of-Chaos;Hyper Hammerhead (V.1 - Common);1;Common
IOC;Invasion of Chaos;Invasion-of-Chaos;Hyper Hammerhead (V.2 - Common);2;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Hyper Hammerhead (V.2 - Mosaic Rare);2;Mosaic Rare
BP03;Battle Pack 3: Monster League;Battle-Pack-3:-Monster-League;Hyper Hammerhead (V.2 - Shatterfoil);2;Shatterfoil
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Hyper Hammerhead (V.2 - Starfoil Rare);2;Starfoil Rare
SS03;Speed Duel Starter Decks: Ultimate Predators;Speed-Duel-Starter-Decks:-Ultimate-Predators;Hyper Metamorphosis;0;
LC5D;Legendary Collection 5D's: Mega Pack;Legendary-Collection-5D's:-Mega-Pack;Hyper Psychic Blaster;0;
CRMS;Crimson Crisis;Crimson-Crisis;Hyper Psychic Blaster (V.1 - Ultra Rare);1;Ultra Rare
CRMS;Crimson Crisis;Crimson-Crisis;Hyper Psychic Blaster (V.2 - Ultimate Rare);2;Ultimate Rare
CRMS;Crimson Crisis;Crimson-Crisis;Hyper Psychic Blaster/Assault Mode (V.1 - Ultra Rare);1;Ultra Rare
CRMS;Crimson Crisis;Crimson-Crisis;Hyper Psychic Blaster/Assault Mode (V.2 - Ultimate Rare);2;Ultimate Rare
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;Hyper Psychic Riser;0;
SAST;Savage Strike;Savage-Strike;Hyper Psychic Riser;0;
SAST-JP;Savage Strike (OCG);Savage-Strike-(OCG);Hyper Psychic Riser;0;
BROL;Brothers of Legend;Brothers-of-Legend;Hyper Rank-Up-Magic Utopiforce;0;
SD42;Structure Deck: Overlay Universe;Structure-Deck:-Overlay-Universe;Hyper Rank-Up-Magic Utopiforce (V.1 - Super Rare);1;Super Rare
SD42;Structure Deck: Overlay Universe;Structure-Deck:-Overlay-Universe;Hyper Rank-Up-Magic Utopiforce (V.2 - Secret Rare);2;Secret Rare
CRMS;Crimson Crisis;Crimson-Crisis;Hyper Synchron;0;
DP09;Duelist Pack: Yusei Fudo 2;Duelist-Pack:-Yusei-Fudo-2;Hyper Synchron;0;
DT02;Duel Terminal 2;Duel-Terminal-2;Hyper Synchron;0;
LC5D;Legendary Collection 5D's: Mega Pack;Legendary-Collection-5D's:-Mega-Pack;Hyper Synchron;0;
DL17;Duelist League 17;Duelist-League-17;Hyper Synchron (V.1 - Rare);1;Rare
DL17;Duelist League 17;Duelist-League-17;Hyper Synchron (V.2 - Rare);2;Rare
DL17;Duelist League 17;Duelist-League-17;Hyper Synchron (V.3 - Rare);3;Rare
DL17;Duelist League 17;Duelist-League-17;Hyper Synchron (V.4 - Rare);4;Rare
CBLZ;Cosmo Blazer;Cosmo-Blazer;Hyper-Ancient Shark Megalodon;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Hyper-Ancient Shark Megalodon (V.1 - Mosaic Rare);1;Mosaic Rare
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Hyper-Ancient Shark Megalodon (V.2 - Rare);2;Rare
RIRA;Rising Rampage;Rising-Rampage;Hypernova Burst;0;
RIRA-JP;Rising Rampage (OCG);Rising-Rampage-(OCG);Hypernova Burst (V.1 - Super Rare);1;Super Rare
RIRA-JP;Rising Rampage (OCG);Rising-Rampage-(OCG);Hypernova Burst (V.2 - Secret Rare);2;Secret Rare
RIRA-JP;Rising Rampage (OCG);Rising-Rampage-(OCG);Hypernova Burst (V.3 - Special);3;Special
BPW2;Battle Pack 2: War of the Giants - Round 2;Battle-Pack-2:-War-of-the-Giants---Round-2;Hypnocorn;0;
DREV;Duelist Revolution;Duelist-Revolution;Hypnocorn;0;
WGRT;War of the Giants Reinforcements;War-of-the-Giants-Reinforcements;Hypnocorn;0;
BP03;Battle Pack 3: Monster League;Battle-Pack-3:-Monster-League;Hypnocorn (V.1 - Common);1;Common
BP03;Battle Pack 3: Monster League;Battle-Pack-3:-Monster-League;Hypnocorn (V.2 - Shatterfoil);2;Shatterfoil
DUEA;Duelist Alliance;Duelist-Alliance;Hypnosister;0;
DUEA-JP;Duelist Alliance (OCG);Duelist-Alliance-(OCG);Hypnosister;0;
PEVO;Pendulum Evolution;Pendulum-Evolution;Hypnosister;0;
SD31;Structure Deck: Pendulum Evolution;Structure-Deck:-Pendulum-Evolution;Hypnosister;0;
DB1;Dark Beginning 1;Dark-Beginning-1;Hysteric Fairy;0;
LDC;Labyrinth of Nightmare (LDC);Labyrinth-of-Nightmare-(LDC);Hysteric Fairy;0;
LDI;Labyrinth of Nightmare (LDI);Labyrinth-of-Nightmare-(LDI);Hysteric Fairy;0;
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Hysteric Fairy (V.1 - Common);1;Common
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Hysteric Fairy (V.2 - Common);2;Common
LON;Labyrinth of Nightmare;Labyrinth-of-Nightmare;Hysteric Fairy (V.3 - Common);3;Common
AP02;Astral Pack Two;Astral-Pack-Two;Hysteric Party;0;
DP16;Duelist Pack: Battle City (OCG);Duelist-Pack:-Battle-City-(OCG);Hysteric Party;0;
DPBC;Duelist Pack: Battle City;Duelist-Pack:-Battle-City;Hysteric Party;0;
LCJW;Legendary Collection 4: Mega Pack;Legendary-Collection-4:-Mega-Pack;Hysteric Party;0;
LDS2;Legendary Duelists: Season 2;Legendary-Duelists:-Season-2;Hysteric Party;0;
SD8;Structure Deck: Lord of the Storm;Structure-Deck:-Lord-of-the-Storm;Hysteric Party;0;
DUOV;Duel Overload;Duel-Overload;Hysteric Sign;0;
LDS2;Legendary Duelists: Season 2;Legendary-Duelists:-Season-2;Hysteric Sign;0;
LTGY;Lord of the Tachyon Galaxy;Lord-of-the-Tachyon-Galaxy;Hysteric Sign;0;
LVP2;LINK VRAINS Pack 2;LINK-VRAINS-Pack-2;Hysteric Sign;0;
MP14;2014 Mega-Tins Mega-Pack;2014-Mega-Tins-Mega-Pack;Hysteric Sign;0;
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;I:P Masquerena;0;
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;I:P Masquerena (V.1 - Premium Gold Rare);1;Premium Gold Rare
CHIM-JP;Chaos Impact (OCG);Chaos-Impact-(OCG);I:P Masquerena (V.1 - Super Rare);1;Super Rare
CHIM;Chaos Impact;Chaos-Impact;I:P Masquerena (V.1 - Ultra Rare);1;Ultra Rare
PAC1;Prismatic Art Collection;Prismatic-Art-Collection;I:P Masquerena (V.1 - Ultra Rare);1;Ultra Rare
MGED;Maximum Gold: El Dorado;Maximum-Gold:-El-Dorado;I:P Masquerena (V.2 - Premium Gold Rare);2;Premium Gold Rare
CHIM-JP;Chaos Impact (OCG);Chaos-Impact-(OCG);I:P Masquerena (V.2 - Secret Rare);2;Secret Rare
PAC1;Prismatic Art Collection;Prismatic-Art-Collection;I:P Masquerena (V.2 - Secret Rare);2;Secret Rare
CHIM;Chaos Impact;Chaos-Impact;I:P Masquerena (V.2 - Starlight Rare);2;Starlight Rare
PAC1;Prismatic Art Collection;Prismatic-Art-Collection;I:P Masquerena (V.3 - Secret Rare);3;Secret Rare
CHIM-JP;Chaos Impact (OCG);Chaos-Impact-(OCG);I:P Masquerena (V.3 - Special);3;Special
PAC1;Prismatic Art Collection;Prismatic-Art-Collection;I:P Masquerena (V.4 - Starlight Rare);4;Starlight Rare
PAC1;Prismatic Art Collection;Prismatic-Art-Collection;I:P Masquerena (V.5 - Starlight Rare);5;Starlight Rare
DANE;Dark Neostorm;Dark-Neostorm;Ib the World Chalice Justiciar;0;
DANE-JP;Dark Neostorm (OCG);Dark-Neostorm-(OCG);Ib the World Chalice Justiciar (V.1 - Super Rare);1;Super Rare
DANE-JP;Dark Neostorm (OCG);Dark-Neostorm-(OCG);Ib the World Chalice Justiciar (V.2 - Secret Rare);2;Secret Rare
DANE-JP;Dark Neostorm (OCG);Dark-Neostorm-(OCG);Ib the World Chalice Justiciar (V.3 - Special);3;Special
COTD;Code of the Duelist;Code-of-the-Duelist;Ib the World Chalice Priestess;0;
COTD-JP;Code of the Duelist (OCG);Code-of-the-Duelist-(OCG);Ib the World Chalice Priestess;0;
MP18;2018 Mega-Tin Mega Pack;2018-Mega-Tin-Mega-Pack;Ib the World Chalice Priestess;0;
IGAS;Ignition Assault;Ignition-Assault;Ibicella Lutea;0;
IGAS-JP;Ignition Assault (OCG);Ignition-Assault-(OCG);Ibicella Lutea;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Ibicella Lutea;0;
BATT;Battle Pack Tournament Prize Cards;Battle-Pack-Tournament-Prize-Cards;Icarus Attack;0;
DR04;Dark Revelation 4;Dark-Revelation-4;Icarus Attack;0;
DT04;Duel Terminal 4;Duel-Terminal-4;Icarus Attack;0;
EOJ;Enemy of Justice;Enemy-of-Justice;Icarus Attack;0;
GLD3;Gold Series 3;Gold-Series-3;Icarus Attack;0;
LVP3;LINK VRAINS Pack 3;LINK-VRAINS-Pack-3;Icarus Attack;0;
OP14;OTS Tournament Pack 14;OTS-Tournament-Pack-14;Icarus Attack;0;
PGLD;Premium Gold;Premium-Gold;Icarus Attack;0;
SD8;Structure Deck: Lord of the Storm;Structure-Deck:-Lord-of-the-Storm;Icarus Attack;0;
SDDL;Structure Deck: Dragunity Legion;Structure-Deck:-Dragunity-Legion;Icarus Attack;0;
WIRA;Wing Raiders;Wing-Raiders;Icarus Attack;0;
SPTR;Booster SP: Tribe Force;Booster-SP:-Tribe-Force;Icarus Attack (V.1 - Common);1;Common
DL11;Duelist League 11;Duelist-League-11;Icarus Attack (V.1 - Rare);1;Rare
SPTR;Booster SP: Tribe Force;Booster-SP:-Tribe-Force;Icarus Attack (V.2 - Parallel Rare);2;Parallel Rare
DL11;Duelist League 11;Duelist-League-11;Icarus Attack (V.2 - Rare);2;Rare
DL11;Duelist League 11;Duelist-League-11;Icarus Attack (V.3 - Rare);3;Rare
DL11;Duelist League 11;Duelist-League-11;Icarus Attack (V.4 - Rare);4;Rare
BROL;Brothers of Legend;Brothers-of-Legend;Ice Barrier;0;
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Barrier (V.1 - Super Rare);1;Super Rare
AC01;Animation Chronicle 2021;Animation-Chronicle-2021;Ice Barrier (V.2 - Parallel Rare);2;Parallel Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Barrier (V.2 - Secret Rare);2;Secret Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Barrier (V.3 - Collectors Rare);3;Collectors Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Barrier (V.4 - Ultimate Rare);4;Ultimate Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Barrier (V.5 - Extra Secret Rare);5;Extra Secret Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Barrier (V.6 - Special);6;Special
OP17;OTS Tournament Pack 17;OTS-Tournament-Pack-17;Ice Barrier Token;0;
AC14;Advent Calendar 2014;Advent-Calendar-2014;Ice Beast Zerofyne;0;
LTGY;Lord of the Tachyon Galaxy;Lord-of-the-Tachyon-Galaxy;Ice Beast Zerofyne;0;
DP15;Duelist Pack: Kastle Siblings;Duelist-Pack:-Kastle-Siblings;Ice Beast Zerofyne (V.1 - Common);1;Common
DP15;Duelist Pack: Kastle Siblings;Duelist-Pack:-Kastle-Siblings;Ice Beast Zerofyne (V.2 - Parallel Rare);2;Parallel Rare
MAMA;Magnificent Mavens;Magnificent-Mavens;Ice Dragon's Prison;0;
MP21;2021 Tin of Ancient Battles;2021-Tin-of-Ancient-Battles;Ice Dragon's Prison;0;
ROTD;Rise of the Duelist;Rise-of-the-Duelist;Ice Dragon's Prison;0;
SD43;Structure Deck: Alba Strike (OCG);Structure-Deck:-Alba-Strike-(OCG);Ice Dragon's Prison;0;
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Dragon's Prison (V.1 - Super Rare);1;Super Rare
ROTD-JP;Rise of the Duelist (OCG);Rise-of-the-Duelist-(OCG);Ice Dragon's Prison (V.1 - Super Rare);1;Super Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Dragon's Prison (V.2 - Secret Rare);2;Secret Rare
ROTD-JP;Rise of the Duelist (OCG);Rise-of-the-Duelist-(OCG);Ice Dragon's Prison (V.2 - Secret Rare);2;Secret Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Dragon's Prison (V.3 - Collectors Rare);3;Collectors Rare
ROTD-JP;Rise of the Duelist (OCG);Rise-of-the-Duelist-(OCG);Ice Dragon's Prison (V.3 - Starlight Rare);3;Starlight Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Dragon's Prison (V.4 - Ultimate Rare);4;Ultimate Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Dragon's Prison (V.5 - Extra Secret Rare);5;Extra Secret Rare
RC04;Rarity Collection Quarter Century Edition;Rarity-Collection-Quarter-Century-Edition;Ice Dragon's Prison (V.6 - Special);6;Special
CPL1;Collectors Pack: Duelist of Legend Version;Collectors-Pack:-Duelist-of-Legend-Version;Ice Hand;0;
DLCS;Dragons of Legend: The Complete Series;Dragons-of-Legend:-The-Complete-Series;Ice Hand;0;
DRLG;Dragons of Legend;Dragons-of-Legend;Ice Hand;0;
PGL3;Premium Gold: Infinite Gold;Premium-Gold:-Infinite-Gold;Ice Hand;0;
SD34;Structure Deck: Master Link;Structure-Deck:-Master-Link;Ice Hand;0;
SD45;Structure Deck: Forest of the Traptrix;Structure-Deck:-Forest-of-the-Traptrix;Ice Hand;0;
SDBT;Structure Deck: Beware of Traptrix;Structure-Deck:-Beware-of-Traptrix;Ice Hand;0;
BROL;Brothers of Legend;Brothers-of-Legend;Ice Knight;0;
AC01;Animation Chronicle 2021;Animation-Chronicle-2021;Ice Knight (V.2 - Parallel Rare);2;Parallel Rare
LCGX;Legendary Collection 2: Mega Pack;Legendary-Collection-2:-Mega-Pack;Ice Master;0;
TDGS;The Duelist Genesis;The-Duelist-Genesis;Ice Master;0;
BROL;Brothers of Legend;Brothers-of-Legend;Ice Mirror;0;
AC01;Animation Chronicle 2021;Animation-Chronicle-2021;Ice Mirror (V.2 - Parallel Rare);2;Parallel Rare
JOTL;Judgment of the Light;Judgment-of-the-Light;Ice Princess Zereort;0;
AC18;Advent Calendar 2018;Advent-Calendar-2018;Ice Queen;0;
LCGX;Legendary Collection 2: Mega Pack;Legendary-Collection-2:-Mega-Pack;Ice Queen;0;
SOVR;Stardust Overdrive;Stardust-Overdrive;Ice Queen;0;
BODE;Burst of Destiny;Burst-of-Destiny;Icejade Acti;0;
BODE-JP;Burst of Destiny (OCG);Burst-of-Destiny-(OCG);Icejade Acti;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Icejade Acti;0;
BACH;Battle of Chaos;Battle-of-Chaos;Icejade Aegirine;0;
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Aegirine (V.1 - Super Rare);1;Super Rare
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Aegirine (V.2 - Secret Rare);2;Secret Rare
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Aegirine (V.3 - Starlight Rare);3;Starlight Rare
CYAC-JP;Cyberstorm Access (OCG);Cyberstorm-Access-(OCG);Icejade Aegirine Rahn (V.1 - Super Rare);1;Super Rare
CYAC-JP;Cyberstorm Access (OCG);Cyberstorm-Access-(OCG);Icejade Aegirine Rahn (V.2 - Secret Rare);2;Secret Rare
CYAC-JP;Cyberstorm Access (OCG);Cyberstorm-Access-(OCG);Icejade Aegirine Rahn (V.3 - Starlight Rare);3;Starlight Rare
BACH;Battle of Chaos;Battle-of-Chaos;Icejade Cenote Enion Cradle;0;
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Cenote Enion Cradle;0;
BODE;Burst of Destiny;Burst-of-Destiny;Icejade Cradle;0;
BODE-JP;Burst of Destiny (OCG);Burst-of-Destiny-(OCG);Icejade Cradle;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Icejade Cradle;0;
POTE;Power of the Elements;Power-of-the-Elements;Icejade Creation Aegirocassis;0;
POTE-JP;Power of the Elements (OCG);Power-of-the-Elements-(OCG);Icejade Creation Aegirocassis;0;
BACH;Battle of Chaos;Battle-of-Chaos;Icejade Creation Kingfisher;0;
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Creation Kingfisher;0;
DIFO;Dimension Force;Dimension-Force;Icejade Curse;0;
DIFO-JP;Dimension Force (OCG);Dimension-Force-(OCG);Icejade Curse;0;
BACH;Battle of Chaos;Battle-of-Chaos;Icejade Erosion;0;
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Erosion;0;
PHHY;Photon Hypernova;Photon-Hypernova;Icejade Gymir Aegirine;0;
PHHY-JP;Photon Hypernova (OCG);Photon-Hypernova-(OCG);Icejade Gymir Aegirine (V.1 - Super Rare);1;Super Rare
PHHY-JP;Photon Hypernova (OCG);Photon-Hypernova-(OCG);Icejade Gymir Aegirine (V.2 - Secret Rare);2;Secret Rare
PHHY-JP;Photon Hypernova (OCG);Photon-Hypernova-(OCG);Icejade Gymir Aegirine (V.3 - Starlight Rare);3;Starlight Rare
BACH;Battle of Chaos;Battle-of-Chaos;Icejade Kosmochlor;0;
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Kosmochlor (V.1 - Ultra Rare);1;Ultra Rare
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Kosmochlor (V.2 - Secret Rare);2;Secret Rare
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Kosmochlor (V.3 - Ultimate Rare);3;Ultimate Rare
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Icejade Kosmochlor (V.4 - Starlight Rare);4;Starlight Rare
PHHY;Photon Hypernova;Photon-Hypernova;Icejade Manifestation;0;
