Deck,Title,LowerPrice,DateTime
SHVA,Ninjitsu Art of Super-Transformation,"0,02 €",2023-03-02
ORCS,Ninjitsu Art of Duplication,"0,02 €",2023-03-02
SHVA,Ninjitsu Art of Transformation,"0,02 €",2023-03-02
SHVA,Ninjitsu Art of Mirage-Transformation,"0,05 €",2023-03-02
BLCR,Ninjitsu Art of Mosquito Marching,"0,02 €",2023-03-02
CT09,Ninja Grandmaster Hanzo,"0,03 €",2023-03-02
BROL,"Nibiru, the Primal Being","4,50 €",2023-03-02
MAGO,"Nibiru, the Primal Being","3,00 €",2023-03-02
GRCR,Noh-P.U.N.K. Ze Amin,"0,02 €",2023-03-02
GRCR,Noh-P.U.N.K. Ogre Dance (V.1 - Ultra Rare),"3,00 €",2023-03-02
GRCR,Noh-P.U.N.K. Foxy Tune (V.1 - Ultra Rare),"24,80 €",2023-03-02
DIFO,Noh-P.U.N.K. Deer Note,"1,69 €",2023-03-02
MAMA,Non-Fusion Area,"0,02 €",2023-03-02
BROL,Noble Knight's Shield-Bearer,"0,02 €",2023-03-02
BACH,Nordic Beast Gullinbursti,"0,02 €",2023-03-02
MP21,Noctovision Dragon,"0,02 €",2023-03-02
BACH,Nordic Smith Ivaldi,"0,02 €",2023-03-02
BACH,Nordic Relic Svalinn,"0,02 €",2023-03-02
BACH,Nordic Relic Hlidskjalf,"0,02 €",2023-03-02
BROL,Noble Knight's Spearholder,"0,02 €",2023-03-02
SR05,Nova Summoner,"0,02 €",2023-03-02
ETCO,Noctovision Dragon,"0,02 €",2023-03-02
SD1,Nobleman of Crossout,"0,02 €",2023-03-02
SBCB,Nobleman of Extermination,"0,02 €",2023-03-02
CYHO,Noble Knight Custennin,"0,02 €",2023-03-02
PRIO,Nopenguin,"0,02 €",2023-03-02
MAGO,Noble Knight Brothers,"0,02 €",2023-03-02
OP15,Noctovision Dragon,"0,02 €",2023-03-02
PHHY,Number C62: Neo Galaxy-Eyes Prime Photon Dragon,"0,90 €",2023-03-02
MGED,Number 41: Bagooska the Terribly Tired Tapir,"0,70 €",2023-03-02
PHHY,Numeron Creation,"0,02 €",2023-03-02
BLCR,Number 2: Ninja Shadow Mosquito,"0,14 €",2023-03-02
BLCR,Number 100: Numeron Dragon,"0,15 €",2023-03-02
GFP2,Number 38: Hope Harbinger Dragon Titanic Galaxy,"0,75 €",2023-03-02
GFP2,Number 60: Dugares the Timeless,"1,00 €",2023-03-02
BROL,Number 89: Diablosis the Mind Hacker,"1,00 €",2023-03-02
GFP2,Number 97: Draglubion,"0,20 €",2023-03-02
BROL,Number 4: Stealth Kragen,"0,85 €",2023-03-02
BLLR,Number 11: Big Eye,"5,25 €",2023-03-02
KICO,Number F0: Utopic Future,"0,02 €",2023-03-02
BLCR,Number F0: Utopic Draco Future,"9,00 €",2023-03-02
BROL,Number 39: Utopia,"0,02 €",2023-03-02
OP20,Number 22: Zombiestein,"0,02 €",2023-03-02
MGED,Numeron Network,"0,02 €",2023-03-02
BLAR,Number 3: Cicada King,"0,05 €",2023-03-02
OP21,Number 29: Mannequin Cat,"0,25 €",2023-03-02
RIRA,Number 29: Mannequin Cat,"0,02 €",2023-03-02
MAMA,Number 93: Utopia Kaiser,"0,02 €",2023-03-02
SDMP,Oafdragon Magician,"0,02 €",2023-03-02
SR02,Oasis of Dragon Souls,"0,02 €",2023-03-02
PEVO,Oafdragon Magician,"0,25 €",2023-03-02
LVAL,Oath of Companionship,"0,02 €",2023-03-02
OP03,Oasis of Dragon Souls,"0,10 €",2023-03-02
NECH,Oasis of Dragon Souls,"0,02 €",2023-03-02
SD29,Oafdragon Magician,,2023-03-02
LVP3,Oasis of Dragon Souls,"0,08 €",2023-03-02
NECH-JP,Oasis of Dragon Souls,"0,15 €",2023-03-02
LVAL-JP,Oath of Companionship,,2023-03-02
BLAR,Obedience Schooled,"0,20 €",2023-03-02
EGO1,Obelisk the Tormentor,"0,29 €",2023-03-02
TN19,Obelisk the Tormentor,"0,20 €",2023-03-02
LDK2,Obliterate!!!,"0,02 €",2023-03-02
LDK2,Obelisk the Tormentor,"0,30 €",2023-03-02
MVP1,Obelisk the Tormentor (V.3 - Ultra Rare),"1,40 €",2023-03-02
HISU,"Oboro-Guruma, the Wheeled Mayakashi","0,39 €",2023-03-02
CT13,Obelisk the Tormentor,"0,60 €",2023-03-02
YGLD,Obelisk the Tormentor,"0,45 €",2023-03-02
SBCB,Obelisk the Tormentor,"0,39 €",2023-03-02
LC01,Obelisk the Tormentor,"0,35 €",2023-03-02
SD5,Obnoxious Celtic Guard,"0,02 €",2023-03-02
CT1,Obnoxious Celtic Guard,"0,15 €",2023-03-02
MVP1,Obelisk the Tormentor (V.1 - Gold Secret Rare),"2,15 €",2023-03-02
MP21,Obsessive Uvualoop,"0,02 €",2023-03-02
PTDN,Obsidian Dragon,"0,02 €",2023-03-02
IGAS,Obsessive Uvualoop,"0,02 €",2023-03-02
KICO,Obelisk the Tormentor,"30,00 €",2023-03-02
SDMY,Obnoxious Celtic Guard,"0,02 €",2023-03-02
LVAL,Obedience Schooled,"0,40 €",2023-03-02
LED9,Ocean Dragon Lord - Kairyu-Shin,"0,25 €",2023-03-02
SD4,Ocean Dragon Lord - Neo-Daedalus,"0,02 €",2023-03-02
TAEV,Ocean's Keeper,"0,02 €",2023-03-02
MRD,Ocubeam (V.2 - Common),"0,02 €",2023-03-02
MRL,Octoberser (V.1 - Common),"0,02 €",2023-03-02
MRD,Ocubeam (V.1 - Common),"0,02 €",2023-03-02
SRL,Octoberser (V.3 - Common),"0,02 €",2023-03-02
MDM,Octoberser,"0,02 €",2023-03-02
MRD,Ocubeam (V.3 - Common),"0,15 €",2023-03-02
DP26,Ocean Dragon Lord - Kairyu-Shin,"1,00 €",2023-03-02
WCPP,Ocean Dragon Lord - Neo-Daedalus,"50,00 €",2023-03-02
SDH,Octoberser,"1,50 €",2023-03-02
SDM,Octoberser,"0,02 €",2023-03-02
MRL,Octoberser (V.2 - Common),"0,02 €",2023-03-02
SRL,Octoberser (V.2 - Common),"0,02 €",2023-03-02
SRL,Octoberser (V.1 - Common),"0,02 €",2023-03-02
PMT,Ocubeam,"0,02 €",2023-03-02
BLCR,Odd-Eyes Rebellion Dragon,"0,02 €",2023-03-02
BLCR,Odd-Eyes Persona Dragon,"0,02 €",2023-03-02
MP21,Odd-Eyes Revolution Dragon,"0,30 €",2023-03-02
BLCR,Odd-Eyes Phantasma Dragon,"0,09 €",2023-03-02
GFP2,Odd-Eyes Rebellion Dragon Overlord,"0,02 €",2023-03-02
DIFO,Odd-Eyes Wing Dragon,"0,02 €",2023-03-02
DIFO,Odd-Eyes Pendulumgraph Dragon,"0,30 €",2023-03-02
LEDD,Odd-Eyes Arc Pendulum Dragon,"1,00 €",2023-03-02
DUPO,Odd-Eyes Advance Dragon,"0,04 €",2023-03-02
LEDD,Odd-Eyes Vortex Dragon,"0,02 €",2023-03-02
SDMP,Odd-Eyes Absolute Dragon,"0,02 €",2023-03-02
BLLR,Odd-Eyes Venom Dragon,"0,45 €",2023-03-02
CT12,Odd-Eyes Pendulum Dragon,"0,17 €",2023-03-02
DUPO,Odd-Eyes Pendulum Dragon,"0,02 €",2023-03-02
LEDD,Odd-Eyes Phantom Dragon,"0,02 €",2023-03-02
LEHD,"Odin, Father of the Aesir","0,02 €",2023-03-02
LEDD,Odd-Eyes Absolute Dragon,"0,02 €",2023-03-02
PEVO,Odd-Eyes Vortex Dragon,"0,10 €",2023-03-02
ROTD,Odd-Eyes Revolution Dragon,"6,50 €",2023-03-02
MP16,Odd-Eyes Vortex Dragon,"0,50 €",2023-03-02
ANGU,Offering to the Snake Deity,"0,02 €",2023-03-02
SDPL,Offerings to the Doomed,"0,02 €",2023-03-02
LART,Offerings to the Doomed,"0,20 €",2023-03-02
STP3,Offerings to the Doomed,"1,20 €",2023-03-02
LDS3,Offering to the Immortals,"0,02 €",2023-03-02
SS05,Offerings to the Doomed,"0,24 €",2023-03-02
LON,Offerings to the Doomed (V.1 - Common),"0,02 €",2023-03-02
PTDN,Offering to the Snake Deity,"0,02 €",2023-03-02
GLD1,Offerings to the Doomed,"0,02 €",2023-03-02
YSKR,Offerings to the Doomed,"0,02 €",2023-03-02
BP03,Offerings to the Doomed (V.1 - Common),"0,02 €",2023-03-02
ABPF,Offering to the Immortals,"0,02 €",2023-03-02
OP01,Offerings to the Doomed,"0,02 €",2023-03-02
BP01,Offerings to the Doomed (V.1 - Common),"0,02 €",2023-03-02
RYMP,Offering to the Snake Deity,"0,02 €",2023-03-02
BP01,Offerings to the Doomed (V.2 - Starfoil Rare),"0,02 €",2023-03-02
BP03,Offerings to the Doomed (V.2 - Shatterfoil),"0,12 €",2023-03-02
LON,Offerings to the Doomed (V.2 - Common),"0,02 €",2023-03-02
LON,Offerings to the Doomed (V.3 - Common),"0,21 €",2023-03-02
LCGX,Offering to the Snake Deity,"0,02 €",2023-03-02
ANGU,Ogdoadic Water Lily,"0,02 €",2023-03-02
BACH,Ogdoadic Serpent Strike,"0,02 €",2023-03-02
OP18,Ogdoadic Token,"0,02 €",2023-03-02
ANGU,"Ogdoabyss, the Ogdoadic Overlord (V.1 - Ultra Rare)","3,79 €",2023-03-02
ANGU,Ogdoadic Origin,"0,02 €",2023-03-02
ANGU,Ogdoadic Calling,"0,02 €",2023-03-02
ANGU,Ogdoadic Hollow,"0,02 €",2023-03-02
SDK,Ogre of the Black Shadow (V.1 - Common),"0,02 €",2023-03-02
ABPF,Ogre of the Scarlet Sorrow,"0,02 €",2023-03-02
ANGU,"Ogdoabyss, the Ogdoadic Overlord (V.2 - Collectors Rare)","19,99 €",2023-03-02
SDK,Ogre of the Black Shadow (V.2 - Common),"0,02 €",2023-03-02
MIK,Ogre of the Black Shadow,"0,02 €",2023-03-02
DDK,Ogre of the Black Shadow (V.1 - Common),"0,02 €",2023-03-02
BIK,Ogre of the Black Shadow,"0,05 €",2023-03-02
DBAG,"Ogdoabyss, the Ogdoadic Overlord (V.1 - Ultra Rare)","2,95 €",2023-03-02
DBAG,"Ogdoabyss, the Ogdoadic Overlord (V.2 - Secret Rare)",,2023-03-02
DBAG,Ogdoadic Calling (V.1 - Common),,2023-03-02
DBAG,Ogdoadic Calling (V.2 - Parallel Rare),,2023-03-02
DBAG,Ogdoadic Hollow (V.2 - Parallel Rare),,2023-03-02
DBAG,Ogdoadic Hollow (V.1 - Common),,2023-03-02
AMDE,Ohime the Manifested Mikanko,"27,00 €",2023-03-02
GENF,Oh F!sh!,"0,02 €",2023-03-02
SHSP,Oh Tokenbaum!,"0,02 €",2023-03-02
AC18,Oh Tokenbaum!,"0,05 €",2023-03-02
DBAD,Ohime the Manifested Mikanko (V.1 - Ultra Rare),"15,95 €",2023-03-02
DBAD,Ohime the Manifested Mikanko (V.2 - Secret Rare),"19,95 €",2023-03-02
BLCR,Oily Cicada,"0,02 €",2023-03-02
ABPF,Oilman,"0,02 €",2023-03-02
SDGR,Oilman,"0,02 €",2023-03-02
AC02,Oily Cicada (V.2 - Parallel Rare),"0,40 €",2023-03-02
DS14,Oilman,,2023-03-02
AC02,Oily Cicada (V.1 - Common),"0,10 €",2023-03-02
DUOV,Ojama Emperor,"0,02 €",2023-03-02
BLVO,Ojama Pink,"0,02 €",2023-03-02
SGX1,Ojama Blue,"0,05 €",2023-03-02
SGX1,Ojama Red,"0,02 €",2023-03-02
SGX1,Ojama Knight,"0,02 €",2023-03-02
SR04,Ojama Trio,"0,02 €",2023-03-02
GFTP,Ojama Country,"0,02 €",2023-03-02
SGX1,Ojama Black,"0,08 €",2023-03-02
SGX1,Ojama King (V.1 - Common),"0,02 €",2023-03-02
SGX1,Ojama Green,"0,02 €",2023-03-02
SGX1,Ojama Yellow,"0,08 €",2023-03-02
CIBR,Ojama Duo,"0,02 €",2023-03-02
SGX1,Ojamatch,"0,02 €",2023-03-02
SGX1,Ojama Country,"0,02 €",2023-03-02
SGX1,Ojama King (V.2 - Secret Rare),"0,20 €",2023-03-02
LED2,Ojama Pajama,"0,02 €",2023-03-02
SGX1,Ojamagic,"0,02 €",2023-03-02
DP2,Ojama Trio,"0,02 €",2023-03-02
LED2,Ojamassimilation,"0,02 €",2023-03-02
SGX1,Ojama Delta Hurricane!!,"0,02 €",2023-03-02
SHVA,Old Entity Cthugua,"0,10 €",2023-03-02
CT12,Old Entity Hastorr,"0,05 €",2023-03-02
YSYR,Old Vindictive Magician,"0,02 €",2023-03-02
YS13,Old Vindictive Magician,"0,02 €",2023-03-02
SS04,Old Vindictive Magician,"0,02 €",2023-03-02
SDSC,Old Vindictive Magician,"0,02 €",2023-03-02
DR1,Old Vindictive Magician,"0,02 €",2023-03-02
GLD1,Old Vindictive Magician,"0,02 €",2023-03-02
CHIM,Old Mind,"0,02 €",2023-03-02
MFC,Old Vindictive Magician,"0,02 €",2023-03-02
STP4,Old Vindictive Magician,"14,00 €",2023-03-02
CP06,Old Vindictive Magician,"33,99 €",2023-03-02
BP01,Old Vindictive Magician (V.1 - Common),"0,02 €",2023-03-02
BP01,Old Vindictive Magician (V.2 - Starfoil Rare),"0,15 €",2023-03-02
DEM3,Old Vindictive Magician,"0,02 €",2023-03-02
EP15,Old Entity Cthugua,,2023-03-02
EP15,Old Entity Hastorr,,2023-03-02
CHIM-JP,Old Mind,"0,08 €",2023-03-02
DR01,Old Vindictive Magician,,2023-03-02
SDAZ,Omni Dragon Brotaur,"0,02 €",2023-03-02
MP20,Omni Dragon Brotaur,"0,05 €",2023-03-02
DIFO,Omega Judgment,"0,02 €",2023-03-02
FUEN,Omega Summon,"0,02 €",2023-03-02
SHVA,Omega Summon,"0,02 €",2023-03-02
DANE,Omni Dragon Brotaur,"1,49 €",2023-03-02
DB2,Ominous Fortunetelling,"0,02 €",2023-03-02
LOD,Ominous Fortunetelling (V.1 - Common),"0,02 €",2023-03-02
CSOC,Omega Goggles,"0,02 €",2023-03-02
DANE-JP,Omni Dragon Brotaur (V.4 - Ultimate Rare),"7,99 €",2023-03-02
WPP3,Omega Judgment,"0,10 €",2023-03-02
SLF1,Omega Summon (V.3 - Secret Rare),,2023-03-02
SLF1,Omega Summon (V.2 - Super Rare),"2,99 €",2023-03-02
SLF1,Omega Summon (V.1 - Common),"0,15 €",2023-03-02
SPFE,Omega Summon (V.2 - Parallel Rare),,2023-03-02
SPFE,Omega Summon (V.1 - Common),"0,20 €",2023-03-02
LOD,Ominous Fortunetelling (V.2 - Common),"2,95 €",2023-03-02
DR02,Ominous Fortunetelling,,2023-03-02
SD43,Omni Dragon Brotaur,,2023-03-02
SR11-JP,Omni Dragon Brotaur,,2023-03-02
AMDE,One for One (V.1 - Super Rare),"0,05 €",2023-03-02
MAMA,Onibimaru Soul Sweeper,"0,02 €",2023-03-02
BACH,Onibimaru Soul Sweeper,"0,02 €",2023-03-02
LED6,Onomatopaira,"0,02 €",2023-03-02
PHSW,One Day of Peace,"0,30 €",2023-03-02
BLVO,"Oneiros, the Dream Mirror Tormentor","0,02 €",2023-03-02
GFP2,Onmoraki,"0,02 €",2023-03-02
CHIM,"Oneiros, the Dream Mirror Erlking","0,02 €",2023-03-02
LDS3,Onomatopickup,"0,02 €",2023-03-02
LED6,Onomatopickup,"0,02 €",2023-03-02
MP22,One-Kuri-Way,"0,02 €",2023-03-02
SDBE,One for One,"0,05 €",2023-03-02
WSUP,Onomatopia,"0,02 €",2023-03-02
AMDE,One for One (V.2 - Collectors Rare),"33,00 €",2023-03-02
SDPL,One for One,"0,16 €",2023-03-02
CIBR,One-Time Passcode,"0,02 €",2023-03-02
SDPD,One for One,"0,05 €",2023-03-02
SDSA,One for One,"0,20 €",2023-03-02
LIOV,One-Kuri-Way,"0,02 €",2023-03-02
AC19,One for One,"2,00 €",2023-03-02
LDS3,O - Oversoul,"0,02 €",2023-03-02
5DS2,Ookazi,"0,02 €",2023-03-02
EOJ,O - Oversoul,"0,02 €",2023-03-02
YSD,Ookazi,"0,02 €",2023-03-02
EXFO,Oops!,"0,02 €",2023-03-02
RYMP,O - Oversoul,"0,09 €",2023-03-02
SDHS,O - Oversoul,"0,02 €",2023-03-02
DP03,O - Oversoul,"0,02 €",2023-03-02
SKE,Ookazi,"0,02 €",2023-03-02
SRL,Ookazi (V.1 - Common),"0,02 €",2023-03-02
MRD,Ooguchi (V.1 - Common),"0,04 €",2023-03-02
SDK,Ookazi (V.2 - Common),"0,02 €",2023-03-02
MRD,Ooguchi (V.2 - Common),"0,02 €",2023-03-02
MP18,Oops!,"0,02 €",2023-03-02
PMT,Ooguchi,"0,05 €",2023-03-02
MRL,Ookazi (V.1 - Common),"0,02 €",2023-03-02
MDM,Ookazi,"0,02 €",2023-03-02
DR04,O - Oversoul,"0,40 €",2023-03-02
LCGX,O - Oversoul,"0,02 €",2023-03-02
MRD,Ooguchi (V.3 - Common),"4,99 €",2023-03-02
MP21,Opening of the Spirit Gates,"0,06 €",2023-03-02
OP20,Option Token,"0,02 €",2023-03-02
SDSA,Opening of the Spirit Gates,"0,05 €",2023-03-02
CORE,Opera the Melodious Diva,"0,02 €",2023-03-02
DR2,Opti-Camouflage Armor,"0,02 €",2023-03-02
LOD,Opticlops (V.1 - Rare),"0,02 €",2023-03-02
SBCB,Opticlops,"0,02 €",2023-03-02
SOI,Option Hunter (V.1 - Rare),"0,02 €",2023-03-02
DR1,Oppressed People,"0,02 €",2023-03-02
SKE,Opticlops,"0,02 €",2023-03-02
SOI,Option Hunter (V.2 - Ultimate Rare),"0,40 €",2023-03-02
MP16,Opera the Melodious Diva,"0,02 €",2023-03-02
SP17,Opera the Melodious Diva (V.1 - Common),"0,02 €",2023-03-02
SP17,Opera the Melodious Diva (V.2 - Starfoil Rare),"0,02 €",2023-03-02
AST,Opti-Camouflage Armor,"0,04 €",2023-03-02
RP02,Opticlops,"0,02 €",2023-03-02
MFC,Oppressed People,"0,10 €",2023-03-02
DB2,Opticlops,"0,02 €",2023-03-02
YSKR,Opticlops,"0,02 €",2023-03-02
SD38,Opening of the Spirit Gates,,2023-03-02
PHHY,Orphebull the Harmonious Bullfighter Bard,"0,02 €",2023-03-02
DABL,Original Bamboo Sword,"0,02 €",2023-03-02
SD7,Ordeal of a Traveler,"0,02 €",2023-03-02
GFTP,Orcustrated Return,"0,05 €",2023-03-02
SAST,Orcust Knightmare,"0,02 €",2023-03-02
SOFU,Orcust Harp Horror,"0,02 €",2023-03-02
DANE,Orcust Crescendo,"0,02 €",2023-03-02
SOFU,Orcust Cymbal Skeleton,"0,02 €",2023-03-02
BLRR,Orgoth the Relentless,"0,20 €",2023-03-02
SOFU,Orcust Brass Bombard,"0,03 €",2023-03-02
SOFU,Orcustrated Einsatz,"0,02 €",2023-03-02
MGED,Oracle of Zefra,"0,02 €",2023-03-02
SOFU,Orcustrated Core,"0,02 €",2023-03-02
LC03,Orange Kuriboh Token,"0,20 €",2023-03-02
LED5,Oracle of the Sun,"0,02 €",2023-03-02
SOFU,Orcustrated Attack,"0,02 €",2023-03-02
OP12,Orcust Cymbal Skeleton,"0,19 €",2023-03-02
LDS3,Oracle of the Sun,"0,02 €",2023-03-02
OP11,Orcust Knightmare,"0,25 €",2023-03-02
SAST,Orcustrated Release,"0,02 €",2023-03-02
SOFU,Ostinato,"0,02 €",2023-03-02
SOVR,Oshaleon,"0,02 €",2023-03-02
MP19,Ostinato,"0,02 €",2023-03-02
TU04,Oscillo Hero,"0,02 €",2023-03-02
DB2,Oscillo Hero #2,"0,02 €",2023-03-02
TP1,Oscillo Hero (V.1 - Common),"0,10 €",2023-03-02
TP1,Oscillo Hero #2 (V.1 - Common),"0,05 €",2023-03-02
TP1,Oscillo Hero (V.2 - Common),,2023-03-02
LVP3,Ostinato,"0,08 €",2023-03-02
DBLE,Ostinato,"0,80 €",2023-03-02
MP22,Otoshidamashi,"0,02 €",2023-03-02
LIOV,Otoshidamashi,"0,02 €",2023-03-02
FOTB,"Otherworld - The ""A"" Zone","0,02 €",2023-03-02
LOD,Otohime (V.1 - Common),"0,05 €",2023-03-02
WGRT,Otohime,"0,02 €",2023-03-02
DB2,Otohime,"0,02 €",2023-03-02
PROM,OTS Token,"4,98 €",2023-03-02
BPW2,Otohime,"0,44 €",2023-03-02
LOD,Otohime (V.2 - Common),,2023-03-02
LIOV-JP,Otoshidamashi,"1,00 €",2023-03-02
GFP2,Outburst Dragon,"0,02 €",2023-03-02
SHVA,Outer Entity Nyarla,"0,10 €",2023-03-02
SHVA,Outer Entity Azathot,"0,10 €",2023-03-02
MP20,Outrigger Extension,"0,02 €",2023-03-02
BODE,Outstanding Dog Mary,"0,02 €",2023-03-02
EXVC,Out of the Blue,"0,02 €",2023-03-02
DCR,Outstanding Dog Marron (V.1 - Common),"0,02 €",2023-03-02
DR1,Outstanding Dog Marron,"0,02 €",2023-03-02
INCH,Outrigger Extension,"0,04 €",2023-03-02
OP17,Outstanding Dog Marron,"0,02 €",2023-03-02
23PP,Outburst Dragon (V.2 - Special),,2023-03-02
23PP,Outburst Dragon (V.1 - Secret Rare),,2023-03-02
EP15,Outer Entity Azathot (V.1 - Ultra Rare),,2023-03-02
EP15,Outer Entity Azathot (V.2 - Secret Rare),,2023-03-02
EP14,Outer Entity Nyarla,,2023-03-02
DBIC,Outrigger Extension (V.1 - Common),"0,10 €",2023-03-02
DBIC,Outrigger Extension (V.2 - Parallel Rare),"1,00 €",2023-03-02
DCR,Outstanding Dog Marron (V.2 - Common),"0,12 €",2023-03-02
BODE-JP,Outstanding Dog Mary,"2,00 €",2023-03-02
AMDE,Overlay Regen,"0,02 €",2023-03-02
SDCS,Overload Fusion,"0,02 €",2023-03-02
POTE,Over Fusion,"0,02 €",2023-03-02
EXFO,Overtex Qoatlus,"0,02 €",2023-03-02
OP06,Overload Fusion,"0,99 €",2023-03-02
MP20,Overburst Dragon,"0,02 €",2023-03-02
MP18,Overtex Qoatlus,"0,10 €",2023-03-02
MP18,Overdone Burial,"0,18 €",2023-03-02
DESO,Over Destiny,"0,02 €",2023-03-02
LVAL,Overlay Booster,"0,02 €",2023-03-02
SR07,Overpowering Eye,"0,02 €",2023-03-02
CSOC,Overdrive Teleporter,"7,99 €",2023-03-02
DANE,Overflow Dragon,"0,02 €",2023-03-02
CIBR,Overdone Burial,"0,20 €",2023-03-02
REDU,Overlay Regen,"0,02 €",2023-03-02
LEDD,Overload Fusion,"0,02 €",2023-03-02
SGX1,Overload Fusion,"0,02 €",2023-03-02
DP04,Overload Fusion,"0,02 €",2023-03-02
CHIM,Overburst Dragon,"0,02 €",2023-03-02
LEHD,Over Destiny,"0,02 €",2023-03-02
SDSA,Owner's Seal,"0,02 €",2023-03-02
LODT,Owner's Seal,"0,02 €",2023-03-02
SD38,Owner's Seal,"0,20 €",2023-03-02
LEDU,Oxygeddon,"0,02 €",2023-03-02
SGX2,Oxygeddon,"0,02 €",2023-03-02
EEN,Oxygeddon,"0,02 €",2023-03-02
SD09,Oxygeddon,"0,02 €",2023-03-02
DR04,Oxygeddon,"0,90 €",2023-03-02
DP18,Oxygeddon,,2023-03-02
TDGS,Oyster Meister,"0,02 €",2023-03-02
OP03,Oyster Meister,"0,02 €",2023-03-02
ETCO,Parallel eXceed,"0,70 €",2023-03-02
MP21,Parallel eXceed,"1,40 €",2023-03-02
OP14,Parallel eXceed,"0,60 €",2023-03-02
FUEN,Paradox Fusion,"0,02 €",2023-03-02
POTE,"Paces, Light of the Ghoti","0,70 €",2023-03-02
SR13,Paleozoic Dinomischus,"0,02 €",2023-03-02
MP22,Paleozoic Cambroraster,"0,02 €",2023-03-02
DIFO,Patissciel Couverture (V.1 - Super Rare),"0,02 €",2023-03-02
TN19,Palladium Oracle Mana,"0,15 €",2023-03-02
SR13,"Parl, Hermit of Dark World","0,03 €",2023-03-02
SR04,Painful Decision,"0,02 €",2023-03-02
LED2,Parasite Paranoid,"0,02 €",2023-03-02
MAGO,Parlor Dragonmaid,"3,00 €",2023-03-02
SR01,Pantheism of the Monarchs,"1,00 €",2023-03-02
SDCS,Paleozoic Canadia,"0,02 €",2023-03-02
LART,Parasite Paracide,"0,17 €",2023-03-02
OP17,Painful Decision,"0,02 €",2023-03-02
LDS1,Parasite Paranoid,"0,02 €",2023-03-02
MACR,"Pacifis, the Phantasm City","0,02 €",2023-03-02
OP19,Pain Painter,"0,02 €",2023-03-02
SR04,Petiteranodon,"0,20 €",2023-03-02
MAMA,Pendulum Call,"0,02 €",2023-03-02
BLCR,Performapal Odd-Eyes Seer,"0,02 €",2023-03-02
BROL,Performapal Kuribohble,"0,02 €",2023-03-02
YS18,Pentestag,"0,40 €",2023-03-02
OP19,Performapal Odd-Eyes Dissolver,"0,02 €",2023-03-02
TAMA,Pendulum Fusion,"0,02 €",2023-03-02
BLLR,Performapal Five-Rainbow Magician,"0,09 €",2023-03-02
TAMA,Pendulum Switch,"0,02 €",2023-03-02
LEDD,Performapal Skullcrobat Joker,"0,02 €",2023-03-02
BROL,Penguin Sword,"0,02 €",2023-03-02
GEIM,Performage Hat Tricker,"0,02 €",2023-03-02
DIFO,Performapal Gentrude,"0,02 €",2023-03-02
BODE,Penguin Ninja,"0,02 €",2023-03-02
DIFO,Performapal Ladyange,"0,02 €",2023-03-02
GFP2,Performapal Miss Director,"0,02 €",2023-03-02
GEIM,Performage Damage Juggler,"0,02 €",2023-03-02
BODE,Penguin Squire,"0,02 €",2023-03-02
LDS3,Performapal Celestial Magician (V.1 - Ultra Rare),"0,02 €",2023-03-02
LED6,Performapal Pendulum Sorcerer,"0,02 €",2023-03-02
PHHY,Photon Emperor,"0,02 €",2023-03-02
PHHY,Pharaonic Advent,"0,02 €",2023-03-02
PHHY,Photon Timestop,"0,02 €",2023-03-02
OP21,Photon Sanctuary,"0,05 €",2023-03-02
LDS2,Photon Vanisher,"0,02 €",2023-03-02
LDS2,Photon Orbital,"5,80 €",2023-03-02
GFTP,Photon Thrasher,"0,02 €",2023-03-02
DUPO,Photon Advancer,"0,02 €",2023-03-02
GFTP,Phantom Knights' Fog Blade,"0,08 €",2023-03-02
HISU,Phoenix Wing Wind Blast,"0,02 €",2023-03-02
LED3,Photon Vanisher,"0,02 €",2023-03-02
FUEN,Phoenix Wing Wind Blast,"0,02 €",2023-03-02
MP21,Phantom Knights' Rank-Up-Magic Force,"0,02 €",2023-03-02
LED3,Photon Thrasher,"0,02 €",2023-03-02
WSUP,Photon Stream of Destruction,"0,04 €",2023-03-02
PRC1,Photon Sanctuary,"0,09 €",2023-03-02
INCH,Phantom Fortress Enterblathnir,"0,20 €",2023-03-02
MP22,Pharaonic Guardian Sphinx,"0,02 €",2023-03-02
PGL3,Phantasmal Lord Ultimitl Bishbaalkin,"0,80 €",2023-03-02
YS17,Photon Thrasher,"0,02 €",2023-03-02
AMDE,Piri Reis Map,"0,02 €",2023-03-02
MP21,Piercing the Darkness,"0,15 €",2023-03-02
POTE,Pitknight Earlie,"0,02 €",2023-03-02
MP21,Pikari @Ignister,"0,08 €",2023-03-02
BROL,Piri Reis Map,"0,50 €",2023-03-02
HAC1,Pile Armed Dragon,"1,30 €",2023-03-02
CYHO,Pinpoint Landing,"0,59 €",2023-03-02
ETCO,Pinpoint Dash,"0,02 €",2023-03-02
ETCO,Piwraithe the Ghost Pirate,"0,02 €",2023-03-02
LED2,Pinch Hopper,"0,02 €",2023-03-02
IGAS,Pikari @Ignister,"1,48 €",2023-03-02
LC03,Pink Kuriboh Token,"0,20 €",2023-03-02
DUEA,Pilgrim Reaper,"0,02 €",2023-03-02
SR08,Pitch-Black Power Stone,"0,02 €",2023-03-02
SBCB,Pitch-Black Warwolf,"0,02 €",2023-03-02
SR01,Pinpoint Guard,"0,02 €",2023-03-02
HAC1,Pilgrim of the Ice Barrier (V.1 - Common),"0,02 €",2023-03-02
